order_id,customer_id,employee_id,order_date,order_status,shipping_method,shipping_address,shipping_cost
10911,1033,408,2022-11-23,Delivered,Overnight,"247 Main St, Austin, TX",2.81
10912,6053,19,2023-04-14,Cancelled,Standard,"4853 Birch Blvd, Houston, TX",16.13
10913,412,413,2023-06-15,Delivered,Standard,"372 Birch Blvd, Austin, TX",2.16
10914,3650,66,2024-04-09,Shipped,Express,"5988 Birch Blvd, Seattle, WA",7.97
10915,3107,173,2022-06-13,Shipped,Overnight,"7973 Elm St, Indianapolis, IN",5.71
10916,5277,412,2024-03-05,Delivered,Standard,"8525 Pine Rd, Denver, CO",19.18
10917,7470,222,2024-11-05,Delivered,Overnight,"1489 Main St, Seattle, WA",9.78
10918,4691,358,2022-08-24,Pending,Standard,"3259 Maple Dr, Seattle, WA",0.07
10919,6988,397,2025-02-02,Cancelled,Express,"1916 Birch Blvd, San Jose, CA",11.91
10920,4915,473,2024-03-23,Shipped,Overnight,"5444 Main St, New York, NY",11.68
10921,2850,193,2022-02-15,Pending,Overnight,"6253 Elm St, Denver, CO",8.05
10922,1477,448,2024-05-09,Pending,Standard,"7604 Birch Blvd, San Francisco, CA",15.44
10923,2410,450,2023-12-25,Shipped,Express,"897 Elm St, Washington, DC",19.78
10924,684,59,2023-12-20,Delivered,Overnight,"7219 Elm St, Dallas, TX",12.44
10925,3729,400,2025-09-04,Pending,Overnight,"3800 Oak Ave, Jacksonville, FL",4.14
10926,3453,152,2022-03-12,Shipped,Express,"6259 Pine Rd, Philadelphia, PA",11.1
10927,6663,16,2024-02-25,Delivered,Express,"8808 Main St, Washington, DC",16.73
10928,7250,207,2022-02-20,Delivered,Overnight,"1586 Oak Ave, Washington, DC",11.42
10929,6441,121,2025-02-13,Cancelled,Standard,"9659 Elm St, Denver, CO",2.26
10930,6372,410,2024-05-26,Shipped,Express,"869 Main St, Dallas, TX",3.76
10931,1116,310,2023-07-30,Delivered,Standard,"6419 Cedar Ln, Jacksonville, FL",13.42
10932,2748,397,2025-11-06,Cancelled,Standard,"8660 Pine Rd, Columbus, OH",10.78
10933,3542,355,2024-02-21,Pending,Standard,"2700 Cedar Ln, San Diego, CA",0.38
10934,6692,373,2022-03-30,Delivered,Express,"3992 Willow Way, Jacksonville, FL",1.0
10935,7468,34,2024-10-07,Cancelled,Express,"2051 Willow Way, Fort Worth, TX",4.68
10936,1843,290,2024-03-11,Delivered,Overnight,"5067 Main St, Los Angeles, CA",0.8
10937,5993,419,2025-04-24,Shipped,Overnight,"8249 Cedar Ln, Charlotte, NC",6.91
10938,1845,30,2022-12-19,Delivered,Standard,"6855 Cedar Ln, Dallas, TX",7.69
10939,2181,333,2024-09-08,Shipped,Express,"2081 Willow Way, Denver, CO",11.82
10940,6128,315,2024-05-09,Cancelled,Express,"3400 Main St, Austin, TX",5.4
10941,1746,68,2022-12-04,Delivered,Express,"6933 Willow Way, San Francisco, CA",9.07
10942,5342,182,2024-11-16,Pending,Standard,"694 Willow Way, San Antonio, TX",8.11
10943,1313,358,2025-10-24,Cancelled,Standard,"4820 Pine Rd, Charlotte, NC",10.52
10944,4018,69,2024-04-13,Cancelled,Overnight,"5488 Cedar Ln, Charlotte, NC",17.71
10945,2369,159,2022-09-01,Pending,Express,"454 Main St, Austin, TX",7.4
10946,1245,298,2022-05-14,Pending,Standard,"3655 Willow Way, San Diego, CA",17.79
10947,6817,252,2025-10-07,Shipped,Standard,"2038 Main St, Seattle, WA",5.29
10948,5660,229,2023-01-25,Pending,Standard,"2900 Pine Rd, Philadelphia, PA",14.92
10949,4181,334,2025-11-25,Shipped,Express,"4336 Cedar Ln, Los Angeles, CA",3.59
10950,6537,441,2022-04-05,Delivered,Express,"6715 Cedar Ln, Columbus, OH",5.92
10951,5442,225,2023-04-26,Pending,Standard,"859 Willow Way, San Antonio, TX",9.17
10952,7213,361,2022-12-17,Delivered,Overnight,"3871 Birch Blvd, Dallas, TX",14.79
10953,5679,183,2023-10-23,Shipped,Overnight,"1212 Cedar Ln, Charlotte, NC",13.13
10954,4338,220,2024-02-10,Pending,Overnight,"6498 Pine Rd, Austin, TX",16.05
10955,6994,247,2024-12-31,Cancelled,Express,"9573 Willow Way, Charlotte, NC",7.11
10956,5043,21,2025-11-09,Cancelled,Express,"5922 Birch Blvd, New York, NY",18.14
10957,2909,257,2022-01-03,Delivered,Standard,"1952 Elm St, Chicago, IL",10.85
10958,2253,347,2023-05-19,Cancelled,Express,"578 Cedar Ln, Seattle, WA",11.46
10959,4047,465,2022-04-24,Delivered,Standard,"7668 Birch Blvd, Phoenix, AZ",15.8
10960,293,464,2025-11-24,Cancelled,Overnight,"6744 Willow Way, San Francisco, CA",9.85
10961,6995,446,2025-11-01,Cancelled,Express,"588 Willow Way, Austin, TX",6.39
10962,7400,299,2024-10-08,Shipped,Overnight,"668 Willow Way, Columbus, OH",17.21
10963,1207,308,2024-08-14,Cancelled,Standard,"1834 Willow Way, Los Angeles, CA",15.17
10964,1883,23,2025-04-23,Delivered,Express,"4802 Cedar Ln, Philadelphia, PA",3.91
10965,4603,343,2022-08-08,Shipped,Standard,"7891 Main St, Phoenix, AZ",5.22
10966,2994,122,2023-05-27,Pending,Standard,"5005 Pine Rd, San Antonio, TX",9.92
10967,4052,79,2023-05-27,Shipped,Overnight,"4282 Maple Dr, Seattle, WA",3.96
10968,2592,266,2025-01-02,Cancelled,Express,"8489 Pine Rd, Chicago, IL",10.48
10969,883,363,2025-02-01,Shipped,Standard,"8243 Willow Way, San Francisco, CA",1.1
10970,4685,224,2022-03-12,Delivered,Overnight,"5839 Oak Ave, San Antonio, TX",17.61
10971,179,152,2023-03-18,Cancelled,Express,"7245 Maple Dr, San Francisco, CA",15.65
10972,2929,38,2023-09-23,Shipped,Express,"7978 Cedar Ln, Charlotte, NC",3.88
10973,7050,9,2022-09-28,Shipped,Express,"4273 Birch Blvd, Denver, CO",18.14
10974,5096,238,2025-07-04,Shipped,Express,"4856 Pine Rd, Philadelphia, PA",4.49
10975,1968,492,2022-12-09,Shipped,Overnight,"624 Main St, Indianapolis, IN",7.85
10976,1257,74,2024-12-14,Pending,Standard,"2873 Elm St, Dallas, TX",11.76
10977,5926,139,2022-02-20,Cancelled,Express,"2399 Elm St, Chicago, IL",13.91
10978,1660,162,2023-04-10,Delivered,Overnight,"6490 Main St, Phoenix, AZ",8.88
10979,2378,453,2023-11-20,Cancelled,Express,"2397 Oak Ave, Columbus, OH",12.37
10980,5828,154,2023-11-02,Shipped,Express,"7952 Willow Way, Jacksonville, FL",0.01
10981,1029,476,2024-12-24,Delivered,Express,"5693 Pine Rd, New York, NY",6.52
10982,2096,32,2022-10-31,Pending,Standard,"5637 Birch Blvd, Denver, CO",14.91
10983,4344,388,2025-04-06,Pending,Standard,"1357 Main St, San Antonio, TX",0.61
10984,1625,335,2023-09-01,Delivered,Express,"1421 Pine Rd, New York, NY",5.1
10985,1711,121,2023-04-08,Delivered,Overnight,"6638 Maple Dr, San Francisco, CA",18.88
10986,5914,283,2022-08-23,Cancelled,Express,"8192 Pine Rd, Jacksonville, FL",11.78
10987,54,495,2022-10-25,Pending,Express,"7357 Maple Dr, New York, NY",1.58
10988,1489,252,2022-12-15,Cancelled,Standard,"9763 Birch Blvd, Philadelphia, PA",19.46
10989,7616,396,2022-09-04,Pending,Standard,"3114 Main St, Houston, TX",11.56
10990,7125,127,2025-03-31,Shipped,Standard,"7887 Willow Way, Indianapolis, IN",9.95
10991,1123,88,2022-12-03,Cancelled,Express,"1823 Birch Blvd, Denver, CO",10.57
10992,3364,267,2025-02-22,Cancelled,Express,"6666 Main St, New York, NY",2.48
10993,2239,416,2025-11-05,Cancelled,Standard,"1332 Elm St, Fort Worth, TX",4.09
10994,2268,231,2025-03-10,Shipped,Express,"4759 Cedar Ln, San Francisco, CA",15.34
10995,1965,288,2023-12-15,Cancelled,Express,"5343 Oak Ave, San Francisco, CA",5.2
10996,1594,239,2025-02-11,Pending,Overnight,"6091 Elm St, Seattle, WA",14.81
10997,6972,340,2022-06-16,Delivered,Overnight,"2455 Maple Dr, New York, NY",13.23
10998,1057,237,2023-11-23,Delivered,Overnight,"4826 Willow Way, Denver, CO",2.62
10999,6396,96,2024-04-30,Delivered,Standard,"9475 Willow Way, Los Angeles, CA",7.84
11000,193,356,2023-12-12,Shipped,Express,"4751 Cedar Ln, New York, NY",2.41
11001,741,374,2022-04-25,Cancelled,Express,"786 Main St, Phoenix, AZ",6.98
11002,6505,438,2022-03-14,Shipped,Express,"6661 Willow Way, San Francisco, CA",17.86
11003,5369,332,2024-04-20,Pending,Express,"9055 Elm St, Philadelphia, PA",19.63
11004,4395,254,2022-01-12,Delivered,Overnight,"650 Willow Way, Denver, CO",4.17
11005,766,169,2024-02-03,Delivered,Standard,"2118 Pine Rd, Philadelphia, PA",16.64
11006,3153,490,2024-09-18,Cancelled,Express,"734 Elm St, Philadelphia, PA",16.2
11007,5174,81,2025-05-08,Pending,Standard,"3540 Cedar Ln, Denver, CO",1.18
11008,7520,252,2025-01-29,Cancelled,Standard,"7477 Pine Rd, New York, NY",10.69
11009,7210,335,2024-11-05,Pending,Overnight,"4942 Pine Rd, San Francisco, CA",16.61
11010,4652,309,2024-07-12,Pending,Express,"9421 Oak Ave, Charlotte, NC",15.88
11011,688,477,2023-11-12,Pending,Standard,"5164 Main St, San Diego, CA",10.62
11012,4453,298,2022-05-19,Shipped,Standard,"8527 Oak Ave, Dallas, TX",9.32
11013,4396,1,2023-04-30,Cancelled,Express,"9986 Elm St, San Jose, CA",2.18
11014,5494,218,2025-11-30,Cancelled,Standard,"1704 Birch Blvd, Los Angeles, CA",5.22
11015,272,96,2024-10-12,Cancelled,Standard,"3291 Main St, San Jose, CA",10.44
11016,337,425,2022-06-14,Pending,Overnight,"5354 Pine Rd, New York, NY",13.99
11017,1038,25,2024-11-29,Cancelled,Overnight,"4299 Birch Blvd, San Diego, CA",8.84
11018,2010,10,2023-01-31,Cancelled,Express,"3768 Oak Ave, San Antonio, TX",7.16
11019,4295,184,2023-12-11,Shipped,Overnight,"8174 Oak Ave, Houston, TX",2.52
11020,7499,267,2025-05-05,Delivered,Express,"857 Willow Way, Jacksonville, FL",13.87
11021,3387,497,2024-07-03,Cancelled,Express,"3775 Willow Way, San Jose, CA",16.49
11022,6742,469,2023-08-06,Cancelled,Standard,"8631 Pine Rd, Houston, TX",1.27
11023,3128,278,2023-12-12,Pending,Standard,"9391 Oak Ave, Los Angeles, CA",16.7
11024,5483,488,2024-06-20,Pending,Overnight,"7887 Maple Dr, Fort Worth, TX",0.81
11025,4908,333,2022-02-26,Cancelled,Overnight,"5920 Cedar Ln, Jacksonville, FL",14.71
11026,745,307,2023-03-04,Cancelled,Overnight,"9233 Main St, Jacksonville, FL",18.61
11027,1448,169,2022-03-17,Pending,Express,"306 Pine Rd, San Francisco, CA",10.6
11028,746,245,2025-06-21,Cancelled,Standard,"2165 Maple Dr, Columbus, OH",4.66
11029,7678,454,2023-02-25,Pending,Overnight,"366 Maple Dr, San Francisco, CA",18.98
11030,934,60,2022-05-31,Cancelled,Overnight,"8336 Main St, Chicago, IL",11.92
11031,7898,233,2024-04-11,Shipped,Express,"182 Willow Way, Washington, DC",19.36
11032,7059,254,2023-10-20,Shipped,Standard,"5608 Oak Ave, Chicago, IL",15.7
11033,7007,111,2025-11-28,Pending,Express,"6213 Cedar Ln, Indianapolis, IN",17.18
11034,4736,142,2023-03-23,Pending,Overnight,"5007 Main St, Seattle, WA",17.79
11035,3959,142,2025-07-14,Pending,Overnight,"2036 Willow Way, San Francisco, CA",3.23
11036,3849,315,2025-06-14,Pending,Overnight,"5019 Main St, Phoenix, AZ",17.21
11037,2496,38,2024-08-30,Pending,Standard,"5387 Birch Blvd, Jacksonville, FL",14.28
11038,5142,98,2022-04-12,Shipped,Overnight,"6657 Oak Ave, Phoenix, AZ",0.1
11039,2963,235,2024-09-15,Pending,Express,"6009 Birch Blvd, San Jose, CA",7.07
11040,2404,132,2024-02-09,Cancelled,Overnight,"3229 Willow Way, Houston, TX",9.36
11041,1981,499,2023-05-04,Cancelled,Standard,"8143 Pine Rd, San Jose, CA",18.84
11042,5731,40,2022-11-01,Cancelled,Standard,"6272 Maple Dr, Houston, TX",17.57
11043,2521,458,2024-05-11,Cancelled,Standard,"7956 Main St, Philadelphia, PA",18.23
11044,223,238,2025-06-18,Pending,Standard,"7726 Cedar Ln, Seattle, WA",11.54
11045,5599,86,2024-09-29,Cancelled,Overnight,"8808 Birch Blvd, San Jose, CA",13.68
11046,1914,157,2022-02-23,Pending,Express,"327 Maple Dr, Chicago, IL",0.77
11047,3979,352,2024-09-29,Delivered,Overnight,"5996 Main St, Columbus, OH",6.2
11048,1232,169,2024-12-27,Delivered,Express,"9315 Cedar Ln, Jacksonville, FL",19.71
11049,919,156,2022-10-25,Delivered,Standard,"7080 Oak Ave, Fort Worth, TX",16.66
11050,3542,241,2025-06-29,Cancelled,Overnight,"2700 Cedar Ln, San Diego, CA",12.95
11051,1813,272,2023-05-13,Delivered,Standard,"4374 Willow Way, Houston, TX",7.95
11052,2114,476,2023-03-23,Shipped,Overnight,"3159 Maple Dr, Seattle, WA",0.72
11053,1801,380,2025-09-28,Delivered,Standard,"4173 Willow Way, Columbus, OH",6.57
11054,6620,482,2025-06-08,Pending,Overnight,"9833 Main St, Indianapolis, IN",13.08
11055,7616,390,2023-05-24,Cancelled,Overnight,"3114 Main St, Houston, TX",12.27
11056,1558,308,2024-01-17,Cancelled,Express,"6080 Main St, Houston, TX",0.92
11057,757,414,2025-02-24,Delivered,Standard,"8595 Pine Rd, New York, NY",15.68
11058,7171,327,2024-09-24,Cancelled,Express,"6853 Pine Rd, Seattle, WA",5.46
11059,7540,161,2025-01-22,Cancelled,Express,"7457 Pine Rd, Columbus, OH",3.39
11060,80,230,2025-05-12,Shipped,Express,"2310 Pine Rd, Dallas, TX",13.94
11061,4926,484,2022-04-19,Cancelled,Overnight,"5434 Elm St, Jacksonville, FL",8.81
11062,1434,190,2022-03-31,Shipped,Overnight,"3465 Pine Rd, San Diego, CA",4.31
11063,7883,31,2025-03-16,Shipped,Overnight,"5959 Pine Rd, Chicago, IL",0.97
11064,4032,415,2024-12-17,Delivered,Overnight,"8648 Oak Ave, Seattle, WA",17.42
11065,7138,418,2025-06-09,Shipped,Express,"919 Willow Way, Denver, CO",18.04
11066,6982,481,2023-10-17,Pending,Express,"4504 Elm St, Denver, CO",7.48
11067,5156,149,2024-06-01,Pending,Overnight,"6307 Maple Dr, Columbus, OH",18.12
11068,7730,403,2025-08-19,Delivered,Overnight,"3846 Elm St, San Antonio, TX",0.84
11069,3343,7,2023-05-05,Delivered,Express,"8590 Maple Dr, Charlotte, NC",16.07
11070,4483,134,2023-05-25,Cancelled,Standard,"3185 Oak Ave, Los Angeles, CA",4.82
11071,5350,142,2023-10-12,Cancelled,Express,"2092 Main St, Washington, DC",8.86
11072,5547,437,2024-10-25,Pending,Overnight,"7884 Pine Rd, New York, NY",14.64
11073,5311,138,2023-05-01,Delivered,Overnight,"5036 Birch Blvd, Jacksonville, FL",2.34
11074,1722,317,2025-09-12,Delivered,Overnight,"3961 Cedar Ln, Jacksonville, FL",11.07
11075,1245,181,2023-04-01,Cancelled,Express,"3655 Willow Way, San Diego, CA",19.66
11076,3352,444,2023-09-02,Cancelled,Overnight,"9465 Oak Ave, Chicago, IL",17.07
11077,6103,208,2024-04-02,Delivered,Express,"6058 Pine Rd, San Diego, CA",6.84
11078,6153,140,2022-10-08,Cancelled,Express,"6191 Oak Ave, San Francisco, CA",13.31
11079,6384,165,2023-10-07,Shipped,Express,"9881 Willow Way, Los Angeles, CA",15.87
11080,6143,500,2025-11-23,Shipped,Express,"5126 Pine Rd, San Diego, CA",2.94
11081,1046,126,2024-09-17,Pending,Standard,"8756 Elm St, Houston, TX",3.46
11082,3827,76,2024-03-23,Cancelled,Standard,"6718 Maple Dr, Indianapolis, IN",16.83
11083,5786,178,2024-05-12,Cancelled,Express,"4599 Main St, Chicago, IL",19.8
11084,4384,479,2022-03-21,Delivered,Standard,"2498 Elm St, Charlotte, NC",18.1
11085,5853,55,2024-08-28,Shipped,Express,"9924 Willow Way, Washington, DC",5.91
11086,3394,135,2024-01-19,Cancelled,Overnight,"8911 Cedar Ln, Columbus, OH",0.55
11087,2156,382,2025-02-15,Pending,Overnight,"6419 Oak Ave, San Francisco, CA",9.71
11088,4268,68,2022-02-18,Delivered,Standard,"376 Maple Dr, Indianapolis, IN",17.14
11089,7525,115,2024-10-01,Delivered,Standard,"4032 Maple Dr, San Jose, CA",13.57
11090,287,362,2025-10-19,Delivered,Express,"1156 Pine Rd, Austin, TX",10.44
11091,1280,458,2025-09-11,Cancelled,Express,"8388 Oak Ave, Jacksonville, FL",18.3
11092,2019,494,2022-09-23,Shipped,Standard,"3417 Main St, Seattle, WA",8.15
11093,492,195,2025-03-12,Delivered,Overnight,"5358 Elm St, San Antonio, TX",7.95
11094,1901,420,2023-03-27,Delivered,Standard,"1247 Maple Dr, Houston, TX",17.89
11095,2709,347,2025-02-08,Pending,Express,"1446 Cedar Ln, San Francisco, CA",13.18
11096,7808,472,2024-05-30,Cancelled,Standard,"7589 Maple Dr, Charlotte, NC",17.67
11097,2174,305,2022-08-04,Cancelled,Express,"6318 Oak Ave, Houston, TX",17.19
11098,4796,193,2024-07-21,Delivered,Overnight,"3510 Pine Rd, San Jose, CA",4.56
11099,2593,122,2023-05-28,Cancelled,Standard,"9651 Cedar Ln, Chicago, IL",1.17
11100,4495,350,2022-01-20,Cancelled,Overnight,"2480 Cedar Ln, Washington, DC",14.26
11101,592,254,2024-03-20,Cancelled,Express,"6902 Pine Rd, Phoenix, AZ",4.46
11102,4750,21,2023-04-08,Shipped,Express,"1312 Birch Blvd, Denver, CO",15.25
11103,5227,9,2022-01-13,Delivered,Express,"2083 Main St, Chicago, IL",5.13
11104,2795,211,2023-11-22,Shipped,Overnight,"2301 Maple Dr, Seattle, WA",9.18
11105,3214,143,2023-01-22,Shipped,Express,"7653 Birch Blvd, New York, NY",14.94
11106,5790,169,2022-08-21,Cancelled,Overnight,"7668 Elm St, Chicago, IL",0.71
11107,1191,54,2024-01-14,Cancelled,Express,"3110 Willow Way, Chicago, IL",10.18
11108,3470,210,2023-09-09,Delivered,Standard,"5579 Maple Dr, Indianapolis, IN",3.28
11109,3640,84,2024-08-13,Pending,Overnight,"6392 Willow Way, Phoenix, AZ",10.87
11110,5167,126,2023-06-27,Pending,Standard,"3951 Cedar Ln, San Francisco, CA",6.57
11111,415,478,2023-05-29,Delivered,Standard,"6266 Oak Ave, San Jose, CA",13.66
11112,268,208,2023-07-21,Shipped,Overnight,"7976 Elm St, Indianapolis, IN",14.02
11113,1368,283,2024-04-27,Cancelled,Overnight,"911 Elm St, New York, NY",3.37
11114,1525,437,2025-02-20,Delivered,Express,"3289 Main St, Phoenix, AZ",11.86
11115,81,259,2024-11-27,Shipped,Overnight,"8728 Maple Dr, New York, NY",13.08
11116,3479,231,2024-05-21,Pending,Standard,"2647 Pine Rd, Philadelphia, PA",7.82
11117,5277,116,2025-11-28,Shipped,Overnight,"8525 Pine Rd, Denver, CO",15.52
11118,6833,130,2023-11-29,Delivered,Express,"9311 Birch Blvd, Houston, TX",1.02
11119,1607,316,2024-06-21,Shipped,Standard,"8639 Main St, New York, NY",17.98
11120,2797,6,2024-12-25,Pending,Overnight,"5100 Willow Way, Austin, TX",9.7
11121,7876,102,2024-01-18,Shipped,Express,"3091 Oak Ave, Columbus, OH",17.84
11122,7764,140,2025-08-11,Pending,Standard,"3390 Cedar Ln, Houston, TX",16.75
11123,849,362,2024-10-14,Delivered,Express,"532 Oak Ave, Denver, CO",5.96
11124,341,438,2024-05-23,Delivered,Overnight,"7492 Willow Way, San Francisco, CA",0.17
11125,6655,13,2022-04-05,Pending,Standard,"7613 Willow Way, Washington, DC",16.23
11126,2239,193,2024-08-11,Cancelled,Overnight,"1332 Elm St, Fort Worth, TX",12.87
11127,1741,99,2024-06-23,Delivered,Express,"2916 Pine Rd, New York, NY",17.56
11128,643,303,2022-05-10,Delivered,Express,"9138 Cedar Ln, San Jose, CA",4.83
11129,2468,99,2025-04-11,Cancelled,Express,"1779 Oak Ave, Fort Worth, TX",15.96
11130,6626,289,2023-03-25,Delivered,Overnight,"5413 Main St, New York, NY",14.16
11131,7008,117,2024-10-22,Shipped,Overnight,"2529 Cedar Ln, Indianapolis, IN",19.15
11132,3191,308,2025-04-13,Pending,Standard,"9003 Birch Blvd, Chicago, IL",18.72
11133,7889,254,2024-12-20,Shipped,Standard,"4981 Willow Way, Houston, TX",7.56
11134,671,156,2023-09-15,Pending,Standard,"7926 Willow Way, San Diego, CA",16.57
11135,6019,153,2023-11-30,Delivered,Standard,"2332 Birch Blvd, Washington, DC",8.53
11136,2524,298,2022-03-08,Delivered,Overnight,"1090 Oak Ave, Phoenix, AZ",19.48
11137,5311,226,2024-10-11,Shipped,Standard,"5036 Birch Blvd, Jacksonville, FL",8.19
11138,2630,462,2022-09-21,Shipped,Express,"4695 Maple Dr, Columbus, OH",9.96
11139,2269,415,2025-07-27,Cancelled,Standard,"8140 Main St, San Jose, CA",9.41
11140,5305,9,2025-05-28,Cancelled,Express,"3401 Maple Dr, Charlotte, NC",1.36
11141,7452,23,2023-06-19,Shipped,Overnight,"8122 Birch Blvd, Washington, DC",18.87
11142,4011,38,2022-02-14,Pending,Overnight,"9359 Elm St, San Antonio, TX",17.16
11143,210,4,2022-11-20,Pending,Express,"2164 Maple Dr, San Jose, CA",6.3
11144,7896,230,2023-03-31,Pending,Express,"9242 Elm St, Dallas, TX",7.13
11145,5319,82,2024-08-12,Delivered,Standard,"6383 Maple Dr, Phoenix, AZ",2.72
11146,6067,143,2022-05-13,Shipped,Overnight,"8809 Maple Dr, San Francisco, CA",11.6
11147,5497,253,2024-02-21,Cancelled,Express,"9110 Cedar Ln, Houston, TX",19.82
11148,625,217,2024-11-10,Shipped,Express,"4363 Cedar Ln, Fort Worth, TX",10.78
11149,2348,101,2022-05-04,Cancelled,Overnight,"6517 Main St, Jacksonville, FL",5.76
11150,6036,335,2023-07-04,Delivered,Express,"286 Pine Rd, San Jose, CA",6.1
11151,1839,257,2025-01-03,Cancelled,Standard,"8940 Maple Dr, Dallas, TX",2.71
11152,156,271,2025-11-07,Delivered,Standard,"6461 Pine Rd, San Francisco, CA",19.84
11153,4520,367,2025-09-05,Delivered,Overnight,"7130 Maple Dr, Austin, TX",14.42
11154,1062,104,2024-09-28,Pending,Overnight,"1128 Oak Ave, San Jose, CA",15.9
11155,3972,463,2022-08-27,Shipped,Express,"1468 Maple Dr, San Jose, CA",5.77
11156,4937,64,2024-11-09,Pending,Overnight,"9122 Cedar Ln, Seattle, WA",16.74
11157,2586,158,2022-07-13,Pending,Overnight,"7269 Cedar Ln, Phoenix, AZ",12.24
11158,2126,92,2024-07-23,Shipped,Overnight,"9961 Cedar Ln, Jacksonville, FL",16.13
11159,3199,220,2024-08-02,Delivered,Overnight,"8706 Pine Rd, New York, NY",18.36
11160,2292,75,2023-03-05,Shipped,Express,"2725 Elm St, Phoenix, AZ",15.01
11161,5355,461,2025-01-01,Cancelled,Standard,"2103 Willow Way, Indianapolis, IN",6.21
11162,5118,84,2023-08-06,Cancelled,Express,"3952 Birch Blvd, Phoenix, AZ",14.82
11163,7319,234,2024-10-10,Shipped,Express,"864 Oak Ave, Jacksonville, FL",2.94
11164,6343,99,2024-07-03,Shipped,Express,"227 Elm St, Phoenix, AZ",1.43
11165,3765,66,2024-04-10,Shipped,Standard,"2837 Birch Blvd, Phoenix, AZ",15.42
11166,3152,144,2024-05-14,Pending,Standard,"6525 Main St, Columbus, OH",13.63
11167,2482,222,2024-02-14,Cancelled,Standard,"4463 Elm St, Charlotte, NC",11.84
11168,1842,381,2024-06-29,Cancelled,Overnight,"9953 Elm St, Washington, DC",6.71
11169,7089,99,2022-02-27,Cancelled,Standard,"4458 Pine Rd, Los Angeles, CA",5.79
11170,5529,184,2024-04-02,Delivered,Overnight,"9875 Oak Ave, Houston, TX",14.89
11171,4217,304,2023-01-24,Shipped,Standard,"5778 Birch Blvd, Indianapolis, IN",16.97
11172,20,199,2025-08-05,Delivered,Standard,"3800 Main St, Washington, DC",17.99
11173,933,466,2022-03-31,Cancelled,Standard,"3006 Main St, Houston, TX",5.23
11174,3517,400,2022-01-04,Cancelled,Overnight,"6701 Cedar Ln, Fort Worth, TX",6.49
11175,6617,287,2023-04-17,Shipped,Standard,"9944 Birch Blvd, San Francisco, CA",5.75
11176,1835,389,2023-04-22,Cancelled,Overnight,"1681 Cedar Ln, Fort Worth, TX",7.45
11177,1222,254,2022-12-24,Cancelled,Standard,"2786 Elm St, Columbus, OH",4.01
11178,6904,148,2025-05-27,Pending,Express,"4930 Maple Dr, Washington, DC",12.75
11179,2742,438,2024-06-11,Delivered,Express,"5723 Maple Dr, San Diego, CA",11.38
11180,110,444,2022-12-23,Pending,Overnight,"7478 Main St, Washington, DC",14.65
11181,7599,130,2025-07-16,Cancelled,Standard,"3377 Main St, Dallas, TX",13.7
11182,470,152,2022-09-24,Shipped,Standard,"3611 Elm St, Indianapolis, IN",7.81
11183,4500,436,2024-04-21,Cancelled,Express,"3277 Oak Ave, Fort Worth, TX",18.1
11184,3872,232,2025-01-10,Delivered,Standard,"150 Oak Ave, Dallas, TX",2.73
11185,4101,40,2022-02-03,Cancelled,Standard,"5199 Willow Way, Charlotte, NC",2.25
11186,6479,464,2024-03-26,Pending,Overnight,"208 Willow Way, Austin, TX",4.17
11187,6796,470,2022-02-14,Delivered,Overnight,"5117 Elm St, Los Angeles, CA",5.35
11188,2858,47,2023-05-14,Delivered,Standard,"3333 Elm St, Indianapolis, IN",12.76
11189,838,68,2025-07-05,Pending,Express,"8712 Oak Ave, Washington, DC",8.22
11190,6220,58,2023-08-07,Pending,Express,"5881 Maple Dr, Charlotte, NC",7.07
11191,846,304,2022-01-26,Delivered,Express,"5268 Elm St, Charlotte, NC",14.08
11192,764,337,2023-09-08,Shipped,Express,"1321 Main St, Indianapolis, IN",7.36
11193,2075,360,2022-06-21,Pending,Express,"2986 Main St, Austin, TX",9.34
11194,3412,396,2023-08-15,Shipped,Overnight,"6749 Oak Ave, San Antonio, TX",3.55
11195,4398,431,2023-06-15,Pending,Standard,"2597 Pine Rd, San Antonio, TX",12.53
11196,4884,452,2023-10-05,Shipped,Express,"7593 Pine Rd, New York, NY",19.55
11197,3753,278,2023-08-02,Shipped,Standard,"6314 Elm St, San Antonio, TX",15.84
11198,4807,95,2022-06-18,Shipped,Standard,"2170 Maple Dr, Columbus, OH",16.74
11199,6100,267,2022-07-18,Cancelled,Standard,"6934 Main St, Chicago, IL",11.25
11200,7648,102,2025-09-04,Shipped,Overnight,"9659 Pine Rd, Los Angeles, CA",16.34
11201,5064,72,2024-11-05,Delivered,Overnight,"3996 Birch Blvd, Indianapolis, IN",14.23
11202,1453,128,2024-02-27,Shipped,Overnight,"5237 Oak Ave, Houston, TX",16.55
11203,4533,243,2022-10-11,Pending,Express,"8919 Willow Way, Charlotte, NC",0.14
11204,255,499,2023-03-17,Delivered,Standard,"8385 Main St, Los Angeles, CA",4.56
11205,3406,132,2025-04-18,Pending,Standard,"1549 Elm St, Washington, DC",7.23
11206,1512,327,2025-06-04,Delivered,Standard,"251 Elm St, Washington, DC",15.23
11207,4294,212,2023-10-31,Pending,Express,"3296 Willow Way, Denver, CO",15.16
11208,4705,36,2022-02-26,Pending,Standard,"1099 Willow Way, Houston, TX",5.97
11209,7301,105,2025-04-25,Pending,Standard,"4562 Maple Dr, Chicago, IL",18.64
11210,3787,430,2025-08-10,Cancelled,Express,"8114 Willow Way, Chicago, IL",14.81
